nm_Band,Pan,Coastal_MS7,Blue_MS4,Green_MS3,Yellow_MS6,Red_MS2,Red Edge_MS5,NIR1_MS1,NIR2_MS8,SWIR1,SWIR2,SWIR3,SWIR4,SWIR5,SWIR6,SWIR7,SWIR8
350,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
351,0.000000002441020,0.000000001257150,0.000000001207120,0.000000000435236,0.000000000093103,0.000000001952730,0.000000000123058,0.000000000968434,0.000000018535500,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
352,0.000000003289030,0.000000002548140,0.000000002274800,0.000000000556081,0.000000000363718,0.000000004455290,0.000000000264000,0.000000001889940,0.000000034968600,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
353,0.000000008912150,0.000000005571580,0.000000005752150,0.000000001099410,0.000000000363863,0.000000011546200,0.000000000429184,0.000000004365130,0.000000089985100,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
354,0.000000017149200,0.000000007014110,0.000000008135300,0.000000002554090,0.000000000382350,0.000000010725300,0.000000000828400,0.000000005539100,0.000000131856000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
355,0.000000015495900,0.000000012950300,0.000000010871400,0.000000003064440,0.000000000279731,0.000000009465940,0.000000001531670,0.000000009792160,0.000000226382000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
356,0.000000025329400,0.000000024881700,0.000000014143500,0.000000002928740,0.000000000029301,0.000000008636470,0.000000001505810,0.000000015255800,0.000000321905000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
357,0.000000025037600,0.000000020301900,0.000000015400200,0.000000004369710,0.000000000605219,0.000000022400200,0.000000002146100,0.000000013900800,0.000000344385000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
358,0.000000040891100,0.000000028637800,0.000000016596600,0.000000004252800,0.000000000439440,0.000000033597100,0.000000001183240,0.000000019473000,0.000000309056000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
359,0.000000037385000,0.000000031032200,0.000000026401100,0.000000003720800,0.000000000004254,0.000000017390800,0.000000003060640,0.000000020347400,0.000000442923000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
360,0.000000038180500,0.000000034991200,0.000000025678000,0.000000008628960,0.000000000004373,0.000000005813050,0.000000002034680,0.000000020588700,0.000000537510000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
361,0.000000048671500,0.000000028460800,0.000000024972200,0.000000010568200,0.000000002584760,0.000000001512990,0.000000003948220,0.000000024701900,0.000000463680000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
362,0.000000049593100,0.000000036916300,0.000000036142300,0.000000005283130,0.000000001207740,0.000000008848870,0.000000007510750,0.000000036580000,0.000000400147000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
363,0.000000064850500,0.000000041932500,0.000000042255200,0.000000010676900,0.000000000216405,0.000000036512300,0.000000005296020,0.000000039207700,0.000000539504000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
